Name,NetWorth,Country,Source,Rank,Age,Industry
Marcos Galperin,$6.1 B,Argentina,e-commerce,440,N/A,Technology
Alejandro Bulgheroni,$3.3 B,Argentina,oil & gas,925,76,Energy
Gregorio Perez Companc & family,$2.4 B,Argentina,oil & gas,1299,85,Energy
Alberto Roemmers,$2.2 B,Argentina,pharmaceuticals,1444,94,Healthcare
Eduardo Eurnekian,$1.3 B,Argentina,"airports, investments",2263,88,Diversified
